Date,humidity,precipitation,pressure,temperature,wind-speed,co,so2,pm25,pm10,o3,no2,aqi_co,aqi_so2,aqi_pm25,aqi_pm10,aqi_o3_1,aqi_no2,AQI_total
2020-08-08,72.5,,1007.4,28.8,2.3,0.34,0.0029,72.0,38.0,0.02,0.010199999999999999,4,4,155,35,0,0,155
2020-08-09,70.0,99.0,1008.2,30.0,1.5,0.34,0.0015,65.0,31.0,0.02,0.0075,4,2,149,29,0,0,149
2020-08-10,68.8,,1011.3,30.5,2.0,0.34,0.0015,74.0,37.0,0.0145,0.008400000000000001,4,2,156,34,0,0,156
2020-08-11,61.1,,1011.0,31.9,3.3,0.22999999999999998,0.0015,30.0,14.0,0.0121,0.006500000000000001,3,2,80,13,0,0,80
2020-08-12,69.5,99.0,1010.2,30.5,2.0,0.22999999999999998,0.0029,46.0,22.0,0.0216,0.0112,3,4,112,20,0,0,112
2020-08-13,70.8,99.0,1007.8,30.0,1.5,0.34,0.0029,50.0,21.0,0.0264,0.009300000000000001,4,4,120,19,0,0,120
2020-08-14,69.7,99.0,1006.9,30.1,2.1,0.22999999999999998,0.0029,55.0,23.0,0.0296,0.0075,3,4,130,21,0,0,130
2020-08-15,63.9,,1005.5,32.3,1.5,0.34,0.0029,70.0,37.0,0.041600000000000005,0.0075,4,4,154,34,0,0,154
2020-08-16,64.6,99.0,1007.9,31.9,1.5,0.34,0.0029,63.0,31.0,0.0304,0.006500000000000001,4,4,145,29,0,0,145
2020-08-17,68.6,99.0,1009.0,31.2,2.3,0.34,0.0029,59.0,31.0,0.0256,0.010199999999999999,4,4,137,29,0,0,137
2020-08-18,66.0,99.0,1008.6,30.6,2.0,0.34,0.0015,55.0,23.0,0.024100000000000003,0.009300000000000001,4,2,130,21,0,0,130
2020-08-19,64.1,,1009.2,29.3,2.2,0.34,0.0029,42.0,16.0,0.0224,0.010199999999999999,4,4,104,15,0,0,104
2020-08-20,65.0,99.0,1010.0,30.2,2.4,0.34,0.0029,42.0,19.0,0.0264,0.009300000000000001,4,4,104,18,0,0,104
2020-08-21,64.5,,1011.0,30.8,2.0,0.34,0.0029,50.0,20.0,0.0272,0.0112,4,4,120,19,0,0,120
2020-08-22,70.0,99.0,1010.0,29.7,2.0,0.34,0.0029,59.0,27.0,0.0289,0.009300000000000001,4,4,137,25,0,0,137
2020-08-23,77.0,3.8,1007.7,26.6,1.5,0.22999999999999998,0.0029,38.0,15.0,0.0216,0.0075,3,4,95,14,0,0,95
2020-08-24,68.0,99.0,1006.0,28.0,2.0,0.22999999999999998,0.0015,34.0,13.0,0.016,0.008400000000000001,3,2,87,12,0,0,87
2020-08-25,69.0,,1009.0,28.6,1.8,0.34,0.0015,34.0,14.0,0.020800000000000003,0.009300000000000001,4,2,87,13,0,0,87
2020-08-26,70.2,99.0,1010.2,29.5,1.9,0.34,0.0029,38.0,17.0,0.0136,0.013000000000000001,4,4,95,16,0,0,95
2020-08-27,73.6,99.0,1010.3,30.0,2.3,0.22999999999999998,0.0029,21.0,11.0,0.0073,0.010199999999999999,3,4,62,10,0,0,62
2020-08-28,73.3,0.1,1010.0,30.9,3.0,0.22999999999999998,0.0029,25.0,14.0,0.0056,0.0075,3,4,70,13,0,0,70
2020-08-29,69.7,99.0,1009.0,30.6,3.0,0.22999999999999998,0.0015,30.0,14.0,0.0073,0.006500000000000001,3,2,80,13,0,0,80
2020-08-30,66.6,99.0,1008.8,29.4,2.0,0.22999999999999998,0.0015,17.0,10.0,0.010400000000000001,0.0056,3,2,54,9,0,0,54
2020-08-31,73.8,99.0,1010.0,29.0,2.0,0.34,0.0015,30.0,13.0,0.02,0.008400000000000001,4,2,80,12,0,0,80
2020-09-01,78.0,0.2,1012.0,26.0,1.6,0.34,0.0015,21.0,9.0,0.016800000000000002,0.009300000000000001,4,2,62,8,0,0,62
2020-09-02,86.0,0.3,1011.6,27.6,1.7,0.34,0.0015,25.0,13.0,0.0096,0.010199999999999999,4,2,70,12,0,0,70
2020-09-03,79.5,0.2,1011.2,28.4,3.2,0.22999999999999998,0.0015,21.0,13.0,0.008,0.0075,3,2,62,12,0,0,62
2020-09-04,69.5,99.0,1011.5,28.8,2.5,0.22999999999999998,0.0015,25.0,11.0,0.016800000000000002,0.009300000000000001,3,2,70,10,0,0,70
2020-09-05,74.3,0.9,1010.5,28.8,2.1,0.22999999999999998,0.0015,30.0,13.0,0.0136,0.009300000000000001,3,2,80,12,0,0,80
2020-09-06,83.8,0.9,1010.6,26.5,2.3,0.22999999999999998,0.0015,17.0,10.0,0.0136,0.0056,3,2,54,9,0,0,54
2020-09-07,86.5,0.4,1010.7,26.5,2.5,0.22999999999999998,0.0015,17.0,13.0,0.0056,0.009300000000000001,3,2,54,12,0,0,54
2020-09-14,83.2,,1009.7,23.0,1.4,0.34,0.0029,21.0,10.0,0.016800000000000002,0.010199999999999999,4,4,62,9,0,0,62
2020-09-15,74.3,99.0,1011.0,24.4,1.5,0.34,0.0029,25.0,10.0,0.0176,0.0112,4,4,70,9,0,0,70
2020-09-16,72.5,99.0,1011.7,24.5,1.5,0.34,0.0015,30.0,14.0,0.016800000000000002,0.0121,4,2,80,13,0,0,80
2020-09-17,78.0,0.2,1010.2,26.1,1.2,0.34,0.0015,34.0,17.0,0.016,0.0149,4,2,87,16,0,0,87
2020-09-18,69.5,99.0,1004.9,28.9,4.0,0.22999999999999998,0.0015,34.0,17.0,0.010400000000000001,0.006500000000000001,3,2,87,16,0,0,87
2020-09-19,74.9,99.0,1008.5,25.5,2.3,0.34,0.0015,21.0,10.0,0.028100000000000003,0.008400000000000001,4,2,62,9,0,0,62
2020-09-20,74.9,99.0,1011.7,22.7,1.5,0.34,0.0015,34.0,12.0,0.020800000000000003,0.0075,4,2,87,11,0,0,87
2020-09-21,71.0,0.1,1012.1,22.7,2.0,0.45,0.0015,42.0,15.0,0.0216,0.009300000000000001,5,2,104,14,0,0,104
2020-09-22,70.0,99.0,1014.7,23.2,2.2,0.34,0.0015,42.0,15.0,0.0304,0.008400000000000001,4,2,104,14,0,0,104
2020-09-23,88.0,0.6,1012.4,20.5,2.0,0.34,0.0015,30.0,12.0,0.024100000000000003,0.009300000000000001,4,2,80,11,0,0,80
2020-09-24,82.0,0.5,1011.9,19.4,2.5,0.22999999999999998,0.0015,25.0,10.0,0.024100000000000003,0.006500000000000001,3,2,70,9,0,0,70
2020-09-25,83.0,0.4,1004.9,20.0,2.0,0.34,0.0015,13.0,5.0,0.0192,0.008400000000000001,4,2,42,5,0,0,42
2020-09-26,90.0,0.3,1005.9,18.9,2.0,0.34,0.0015,17.0,9.0,0.0184,0.008400000000000001,4,2,54,8,0,0,54
2020-09-27,79.3,99.0,1007.5,20.5,1.5,0.34,0.0015,21.0,10.0,0.0216,0.006500000000000001,4,2,62,9,0,0,62
2020-09-28,64.6,99.0,1010.0,21.6,1.8,0.34,0.0015,21.0,8.0,0.024100000000000003,0.0112,4,2,62,7,0,0,62
2020-09-29,61.0,99.0,1009.4,20.0,2.4,0.22999999999999998,0.0015,25.0,10.0,0.024100000000000003,0.009300000000000001,3,2,70,9,0,0,70
2020-09-30,60.0,,1006.6,20.5,1.6,0.34,0.0015,30.0,10.0,0.0256,0.010199999999999999,4,2,80,9,0,0,80
2020-10-01,75.0,99.5,1008.2,20.0,1.5,0.34,0.0015,38.0,14.0,0.02,0.0149,4,2,95,13,0,0,95
2020-10-02,66.2,,1013.8,21.6,1.5,0.45,0.0029,46.0,16.0,0.028100000000000003,0.0167,5,4,112,15,0,0,112
2020-10-03,65.9,,1014.7,22.7,1.5,0.34,0.0029,50.0,16.0,0.024800000000000003,0.0149,4,4,120,15,0,0,120
2020-10-04,69.0,99.0,1010.0,22.7,1.5,0.45,0.0029,59.0,20.0,0.0233,0.0112,5,4,137,19,0,0,137
2020-10-05,75.5,99.0,1004.0,22.0,2.0,0.5599999999999999,0.0015,72.0,30.0,0.016800000000000002,0.0176,6,2,155,28,0,0,155
2020-10-06,46.1,99.0,1012.7,21.0,2.5,0.34,0.0015,30.0,10.0,0.0272,0.008400000000000001,4,2,80,9,0,0,80
2020-10-07,62.7,0.4,1021.7,19.0,2.4,0.34,0.0029,34.0,11.0,0.020800000000000003,0.0121,4,4,87,10,0,0,87
2020-10-08,92.0,1.1,1023.5,15.0,2.0,0.34,0.0029,17.0,6.0,0.0233,0.0112,4,4,54,6,0,0,54
2020-10-09,93.0,1.1,1022.6,15.0,2.0,0.34,0.0015,17.0,7.0,0.016800000000000002,0.0112,4,2,54,6,0,0,54
2020-10-10,96.5,2.2,1015.0,16.6,1.5,0.34,0.0015,9.0,4.0,0.0216,0.008400000000000001,4,2,29,4,0,0,29
2020-10-11,87.6,99.0,1009.0,20.1,2.0,0.34,0.0015,13.0,5.0,0.0233,0.0047,4,2,42,5,0,0,42
2020-10-12,80.5,99.0,1008.4,22.0,2.0,0.34,0.0015,17.0,6.0,0.020800000000000003,0.009300000000000001,4,2,54,6,0,0,54
2020-10-13,73.5,99.0,1009.4,22.2,2.0,0.45,0.0015,30.0,11.0,0.02,0.013000000000000001,5,2,80,10,0,0,80
2020-10-14,64.0,99.0,1015.6,20.5,2.0,0.34,0.0015,38.0,12.0,0.024800000000000003,0.0112,4,2,95,11,0,0,95
2020-10-15,77.2,0.1,1018.6,17.7,1.9,0.34,0.0015,34.0,11.0,0.0184,0.0112,4,2,87,10,0,0,87
2020-10-16,56.0,99.0,1019.2,16.6,2.2,0.34,0.0015,25.0,8.0,0.0233,0.009300000000000001,4,2,70,7,0,0,70
2020-10-17,84.0,1.1,1019.3,13.0,2.0,0.34,0.0015,30.0,10.0,0.0192,0.0112,4,2,80,9,0,0,80
2020-10-18,73.0,0.2,1019.5,14.7,2.0,0.34,0.0015,25.0,8.0,0.0192,0.0075,4,2,70,7,0,0,70
2020-10-19,77.7,0.2,1020.6,13.8,2.5,0.45,0.0015,30.0,10.0,0.0064,0.0176,5,2,80,9,0,0,80
2020-10-20,62.2,99.0,1022.7,16.6,2.0,0.34,0.0015,34.0,11.0,0.0152,0.0149,4,2,87,10,0,0,87
2020-10-21,62.5,,1022.8,16.6,2.0,0.34,0.0015,38.0,12.0,0.0216,0.013900000000000001,4,2,95,11,0,0,95
2020-10-22,65.5,99.0,1016.0,17.7,2.4,0.34,0.0015,50.0,15.0,0.0152,0.0167,4,2,120,14,0,0,120
2020-10-23,85.8,0.9,1000.6,17.3,2.0,0.45,0.0015,38.0,13.0,0.0121,0.0176,5,2,95,12,0,0,95
2020-10-24,51.9,99.0,1002.9,17.9,2.8,0.34,0.0015,21.0,7.0,0.0264,0.0075,4,2,62,6,0,0,62
2020-10-25,46.0,,1010.6,16.1,2.5,0.34,0.0015,21.0,6.0,0.0264,0.006500000000000001,4,2,62,6,0,0,62
2020-10-26,57.1,,1013.6,17.0,1.5,0.45,0.0029,38.0,11.0,0.0128,0.0195,5,4,95,10,0,0,95
2020-10-27,61.0,99.0,1017.1,17.2,2.5,0.34,0.0015,34.0,11.0,0.02,0.013900000000000001,4,2,87,10,0,0,87
2020-10-28,66.0,,1017.6,17.7,1.5,0.45,0.0029,50.0,15.0,0.0152,0.0223,5,4,120,14,0,0,120
2020-10-29,44.1,,1014.1,17.2,2.5,0.34,0.0015,46.0,13.0,0.024100000000000003,0.013900000000000001,4,2,112,12,0,0,112
2020-10-30,45.0,99.0,1016.0,15.3,2.7,0.22999999999999998,0.0015,21.0,7.0,0.0264,0.0075,3,2,62,6,0,0,62
2020-10-31,49.5,99.0,1022.5,14.7,2.0,0.34,0.0015,25.0,8.0,0.024100000000000003,0.009300000000000001,4,2,70,7,0,0,70
2020-11-01,63.0,,1023.0,15.1,1.5,0.45,0.0029,46.0,14.0,0.0176,0.0149,5,4,112,13,0,0,112
2020-11-02,68.9,0.1,1014.0,16.0,1.5,0.5599999999999999,0.0015,70.0,25.0,0.0096,0.0251,6,2,154,23,0,0,154
2020-11-03,86.0,0.6,1004.7,15.5,1.5,0.45,0.0015,55.0,18.0,0.010400000000000001,0.0158,5,2,130,17,0,0,130
2020-11-04,43.2,,1011.5,14.0,2.1,0.34,0.0015,17.0,6.0,0.0216,0.0121,4,2,54,6,0,0,54
2020-11-05,49.3,,1021.2,13.8,2.0,0.45,0.0015,30.0,9.0,0.0145,0.0176,5,2,80,8,0,0,80
2020-11-06,62.0,,1022.2,13.4,1.9,0.45,0.0015,55.0,16.0,0.0056,0.026000000000000002,5,2,130,15,0,0,130
2020-11-07,70.5,99.0,1012.3,16.1,1.5,0.67,0.0029,70.0,24.0,0.0088,0.0269,8,4,154,22,0,0,154
2020-11-08,70.0,99.0,1007.0,17.9,1.5,0.45,0.0015,55.0,18.0,0.0184,0.0149,5,2,130,17,0,0,130
2020-11-09,40.0,99.0,1010.4,14.7,2.0,0.34,0.0015,25.0,8.0,0.024100000000000003,0.009300000000000001,4,2,70,7,0,0,70
2020-11-10,47.0,99.0,1017.1,12.5,2.0,0.34,0.0015,21.0,6.0,0.0136,0.0149,4,2,62,6,0,0,62
2020-11-11,43.1,,1024.7,11.8,2.0,0.34,0.0015,17.0,6.0,0.020800000000000003,0.0112,4,2,54,6,0,0,54
2020-11-12,58.0,,1030.3,11.3,1.5,0.34,0.0015,30.0,9.0,0.0145,0.0167,4,2,80,8,0,0,80
2020-11-13,58.4,,1022.2,14.1,1.5,0.45,0.0029,46.0,13.0,0.0128,0.0195,5,4,112,12,0,0,112
2020-11-14,48.0,,1023.9,15.0,1.5,0.34,0.0015,46.0,14.0,0.0256,0.0149,4,2,112,13,0,0,112
2020-11-15,55.5,,1026.0,14.3,1.5,0.45,0.0029,46.0,14.0,0.0184,0.0149,5,4,112,13,0,0,112
2020-11-16,58.0,,1021.1,15.6,1.0,0.5599999999999999,0.0029,68.0,23.0,0.0096,0.026000000000000002,6,4,152,21,0,0,152
2020-11-17,53.8,,1025.7,15.5,1.5,0.45,0.0029,63.0,22.0,0.024800000000000003,0.018600000000000002,5,4,145,20,0,0,145
2020-11-18,69.6,,1023.4,16.3,1.5,0.5599999999999999,0.0029,74.0,30.0,0.0096,0.030600000000000002,6,4,156,28,0,0,156
2020-11-19,65.8,99.0,1017.0,20.8,2.5,0.5599999999999999,0.0015,76.0,30.0,0.02,0.0223,6,2,157,28,0,0,157
2020-11-20,68.1,99.0,1005.4,22.0,3.7,0.34,0.0015,30.0,12.0,0.0264,0.0075,4,2,80,11,0,0,80
2020-11-21,37.0,,1013.0,17.5,2.5,0.34,0.0015,13.0,5.0,0.0224,0.0075,4,2,42,5,0,0,42
2020-11-22,58.2,,1017.5,15.0,1.7,0.34,0.0015,21.0,8.0,0.0176,0.009300000000000001,4,2,62,7,0,0,62
2020-11-23,52.0,99.0,1011.4,15.2,2.0,0.34,0.0015,21.0,8.0,0.024800000000000003,0.008400000000000001,4,2,62,7,0,0,62
2020-11-24,49.1,99.0,1022.2,12.2,2.2,0.34,0.0015,21.0,7.0,0.020800000000000003,0.0112,4,2,62,6,0,0,62
2020-11-25,88.0,0.4,1020.2,11.2,1.7,0.34,0.0015,34.0,9.0,0.0145,0.0149,4,2,87,8,0,0,87
2020-11-26,74.0,99.0,1018.9,13.0,1.5,0.5599999999999999,0.0015,61.0,19.0,0.004,0.026000000000000002,6,2,141,18,0,0,141
2020-11-27,74.1,99.0,1017.0,12.0,2.0,0.34,0.0015,38.0,10.0,0.016,0.013900000000000001,4,2,95,9,0,0,95
2020-11-28,41.1,99.0,1009.7,11.6,3.0,0.34,0.0015,21.0,6.0,0.0224,0.009300000000000001,4,2,62,6,0,0,62
2020-11-29,50.0,,1019.0,10.6,1.5,0.45,0.0015,21.0,6.0,0.0192,0.010199999999999999,5,2,62,6,0,0,62
2020-11-30,64.5,,1020.7,9.0,1.7,0.45,0.0015,50.0,13.0,0.0096,0.0195,5,2,120,12,0,0,120
2020-12-01,61.0,,1023.9,10.3,2.0,0.34,0.0015,34.0,10.0,0.0128,0.020399999999999998,4,2,87,9,0,0,87
2020-12-02,70.0,99.0,1021.6,8.6,2.5,0.34,0.0015,38.0,10.0,0.0112,0.0195,4,2,95,9,0,0,95
2020-12-03,86.1,99.5,1014.0,8.9,2.0,0.45,0.0015,61.0,20.0,0.010400000000000001,0.018600000000000002,5,2,141,19,0,0,141
2020-12-04,49.1,99.0,1018.5,9.5,2.0,0.34,0.0015,30.0,9.0,0.0152,0.0195,4,2,80,8,0,0,80
2020-12-05,81.6,0.2,1021.1,7.2,2.0,0.34,0.0015,38.0,10.0,0.010400000000000001,0.0195,4,2,95,9,0,0,95
2020-12-06,69.6,,1021.2,10.0,1.5,0.5599999999999999,0.0015,55.0,15.0,0.0064,0.0176,6,2,130,14,0,0,130
2020-12-07,64.0,,1017.0,10.7,1.3,0.5599999999999999,0.0029,57.0,16.0,0.004,0.026000000000000002,6,4,133,15,0,0,133
2020-12-08,59.9,99.0,1014.4,11.9,1.6,0.5599999999999999,0.0015,42.0,12.0,0.0216,0.0223,6,2,104,11,0,0,104
2020-12-09,53.1,99.0,1020.5,10.1,1.8,0.34,0.0015,25.0,8.0,0.0176,0.0176,4,2,70,7,0,0,70
2020-12-10,65.8,99.0,1017.0,9.9,1.5,0.45,0.0015,59.0,16.0,0.008,0.0232,5,2,137,15,0,0,137
2020-12-11,71.5,,1014.8,11.3,1.0,0.5599999999999999,0.0029,63.0,20.0,0.0064,0.030600000000000002,6,4,145,19,0,0,145
2020-12-12,66.7,,1004.8,11.5,2.3,0.45,0.0029,80.0,26.0,0.0096,0.0232,5,4,159,24,0,0,159
2020-12-13,66.5,,1007.3,10.8,2.0,0.45,0.0015,38.0,10.0,0.02,0.013900000000000001,5,2,95,9,0,0,95
2020-12-14,51.5,99.0,1005.7,9.1,2.0,0.34,0.0015,25.0,7.0,0.0184,0.0149,4,2,70,6,0,0,70
2020-12-15,40.5,99.0,1008.1,6.2,2.0,0.34,0.0015,17.0,5.0,0.0176,0.013000000000000001,4,2,54,5,0,0,54
2020-12-16,36.0,,1009.3,5.1,1.5,0.34,0.0015,21.0,5.0,0.0145,0.0176,4,2,62,5,0,0,62
2020-12-17,33.0,,1013.9,4.4,2.5,0.34,0.0015,21.0,6.0,0.0145,0.0176,4,2,62,6,0,0,62
2020-12-18,48.2,,1015.5,7.2,1.2,0.5599999999999999,0.0029,42.0,10.0,0.0048,0.0325,6,4,104,9,0,0,104
2020-12-19,44.2,99.0,1014.0,6.5,2.1,0.34,0.0015,17.0,5.0,0.02,0.0112,4,2,54,5,0,0,54
2020-12-20,39.0,,1018.0,4.7,2.0,0.34,0.0015,17.0,4.0,0.0233,0.009300000000000001,4,2,54,4,0,0,54
2020-12-21,34.0,,1020.6,6.2,1.3,0.45,0.0015,25.0,7.0,0.0145,0.024100000000000003,5,2,70,6,0,0,70
2020-12-22,53.5,,1020.4,6.8,1.5,0.5599999999999999,0.0029,53.0,13.0,0.004,0.0343,6,4,126,12,0,0,126
2020-12-23,52.0,,1019.7,8.8,1.2,0.5599999999999999,0.0029,57.0,15.0,0.004,0.0343,6,4,133,14,0,0,133
2020-12-24,51.5,,1011.0,8.5,1.2,0.67,0.0029,63.0,18.0,0.0032,0.0399,8,4,145,17,0,0,145
2020-12-25,44.0,,1006.6,8.6,1.6,0.45,0.0015,38.0,10.0,0.0216,0.024100000000000003,5,2,95,9,0,0,95
2020-12-26,44.4,,1017.2,6.9,1.3,0.45,0.0015,30.0,8.0,0.0152,0.0213,5,2,80,7,0,0,80
2020-12-27,52.7,,1021.9,7.2,1.2,0.45,0.0015,42.0,10.0,0.0145,0.0167,5,2,104,9,0,0,104
2020-12-28,66.5,,1017.4,8.8,1.2,0.5599999999999999,0.0015,59.0,16.0,0.010400000000000001,0.0232,6,2,137,15,0,0,137
2020-12-29,60.7,,1015.5,9.7,0.8,0.67,0.0029,74.0,23.0,0.0064,0.0325,8,4,156,21,0,0,156
2020-12-30,63.0,,993.6,7.7,3.0,0.45,0.0015,72.0,21.0,0.016800000000000002,0.0167,5,2,155,19,0,0,155
2020-12-31,30.8,,1008.0,3.8,2.8,0.34,0.0015,13.0,3.0,0.0256,0.0047,4,2,42,3,0,0,42
2021-01-01,36.6,,1012.0,5.5,1.1,0.45,0.0015,25.0,6.0,0.0184,0.013900000000000001,5,2,70,6,0,0,70
2021-01-02,46.2,,1015.0,5.0,1.5,0.34,0.0015,25.0,7.0,0.02,0.013900000000000001,4,2,70,6,0,0,70
2021-01-03,47.0,,1021.3,4.8,1.2,0.34,0.0015,21.0,6.0,0.0192,0.010199999999999999,4,2,62,6,0,0,62
2021-01-04,48.5,,1022.9,6.5,1.2,0.45,0.0029,42.0,10.0,0.0096,0.0223,5,4,104,9,0,0,104
2021-01-05,58.9,,1017.8,6.5,1.3,0.45,0.0029,46.0,11.0,0.0088,0.0251,5,4,112,10,0,0,112
2021-01-06,69.2,99.0,1013.0,5.5,1.5,0.45,0.0015,38.0,10.0,0.0176,0.0176,5,2,95,9,0,0,95
2021-01-07,33.5,,1002.3,5.6,3.6,0.34,0.0015,38.0,10.0,0.0216,0.0149,4,2,95,9,0,0,95
2021-01-08,38.0,,1006.0,3.0,1.5,0.45,0.0015,25.0,7.0,0.016,0.0195,5,2,70,6,0,0,70
2021-01-09,27.1,,1007.0,2.9,1.7,0.45,0.0015,25.0,6.0,0.016800000000000002,0.018600000000000002,5,2,70,6,0,0,70
2021-01-10,37.0,,1014.3,3.5,1.5,0.45,0.0015,38.0,9.0,0.0121,0.020399999999999998,5,2,95,8,0,0,95
2021-01-11,44.0,,1020.4,2.7,1.6,0.45,0.0015,38.0,10.0,0.0128,0.0167,5,2,95,9,0,0,95
2021-01-12,57.0,99.0,1012.9,3.9,2.0,0.45,0.0015,59.0,15.0,0.0088,0.024100000000000003,5,2,137,14,0,0,137
2021-01-13,54.2,,1011.3,6.6,1.5,0.5599999999999999,0.0029,59.0,15.0,0.004,0.0269,6,4,137,14,0,0,137
2021-01-14,48.2,,1015.0,8.8,1.5,0.5599999999999999,0.0029,53.0,14.0,0.0088,0.030600000000000002,6,4,126,13,0,0,126
2021-01-15,59.1,99.0,1020.0,6.8,1.5,0.45,0.0015,59.0,20.0,0.0121,0.0232,5,2,137,19,0,0,137
2021-01-16,52.0,,1010.0,8.8,2.0,0.45,0.0015,65.0,24.0,0.0184,0.018600000000000002,5,2,149,22,0,0,149
2021-01-17,46.8,,1013.0,6.6,1.5,0.34,0.0015,25.0,7.0,0.024800000000000003,0.0075,4,2,70,6,0,0,70
2021-01-18,60.5,,1010.7,4.8,1.5,0.45,0.0015,53.0,13.0,0.0112,0.0223,5,2,126,12,0,0,126
2021-01-19,35.0,,1013.7,5.0,3.3,0.34,0.0015,21.0,8.0,0.0256,0.009300000000000001,4,2,62,7,0,0,62
2021-01-20,37.5,,1026.9,4.7,2.2,0.34,0.0015,21.0,6.0,0.0256,0.0112,4,2,62,6,0,0,62
2021-01-21,48.7,,1023.4,5.6,1.2,0.5599999999999999,0.0029,68.0,20.0,0.0056,0.0334,6,4,152,19,0,0,152
2021-01-22,45.5,,1016.8,10.2,1.0,0.67,0.0029,91.0,31.0,0.0048,0.040799999999999996,8,4,166,29,0,0,166
2021-01-23,77.2,1.5,1019.8,7.3,2.0,0.45,0.0015,65.0,20.0,0.0233,0.013000000000000001,5,2,149,19,0,0,149
2021-01-24,88.0,0.5,1019.5,5.1,3.0,0.34,0.0015,30.0,7.0,0.024100000000000003,0.006500000000000001,4,2,80,6,0,0,80
2021-01-25,66.0,0.3,1023.0,8.0,1.5,0.45,0.0015,38.0,10.0,0.0145,0.0176,5,2,95,9,0,0,95
2021-01-26,67.5,,1022.1,8.4,1.5,0.45,0.0015,57.0,15.0,0.0048,0.027800000000000002,5,2,133,14,0,0,133
2021-01-27,55.3,99.0,1010.8,10.0,2.0,0.45,0.0015,59.0,18.0,0.0121,0.020399999999999998,5,2,137,17,0,0,137
2021-01-28,63.5,0.3,1010.6,5.6,2.0,0.45,0.0015,53.0,14.0,0.016,0.0195,5,2,126,13,0,0,126
2021-01-29,35.5,,1000.4,5.5,2.5,0.34,0.0015,30.0,8.0,0.024100000000000003,0.0149,4,2,80,7,0,0,80
2021-01-30,30.1,,1015.0,4.5,2.6,0.34,0.0015,21.0,6.0,0.024100000000000003,0.010199999999999999,4,2,62,6,0,0,62
2021-01-31,37.7,,1023.4,5.6,2.0,0.45,0.0015,34.0,9.0,0.0216,0.0149,5,2,87,8,0,0,87
2021-02-01,51.0,99.0,1020.2,6.2,2.0,0.45,0.0015,53.0,14.0,0.0128,0.0232,5,2,126,13,0,0,126
2021-02-02,59.6,99.0,1004.8,8.8,2.5,0.45,0.0015,42.0,13.0,0.02,0.020399999999999998,5,2,104,12,0,0,104
2021-02-03,38.0,,1012.0,7.2,2.0,0.45,0.0015,25.0,7.0,0.0192,0.020399999999999998,5,2,70,6,0,0,70
2021-02-04,37.2,,1012.0,6.9,2.4,0.45,0.0015,34.0,9.0,0.0256,0.0158,5,2,87,8,0,0,87
2021-02-05,46.1,,1016.0,8.3,2.0,0.34,0.0015,25.0,7.0,0.0224,0.0176,4,2,70,6,0,0,70
2021-02-06,49.5,,1011.2,9.1,1.5,0.5599999999999999,0.0029,61.0,17.0,0.0096,0.028800000000000003,6,4,141,16,0,0,141
2021-02-07,44.3,99.0,1008.0,9.9,1.8,0.45,0.0015,55.0,16.0,0.0312,0.0149,5,2,130,15,0,0,130
2021-02-08,37.7,99.0,1008.9,6.4,2.4,0.34,0.0015,21.0,6.0,0.0272,0.008400000000000001,4,2,62,6,0,0,62
2021-02-09,30.0,,1015.0,4.7,3.0,0.34,0.0015,17.0,5.0,0.0264,0.009300000000000001,4,2,54,5,0,0,54
2021-02-10,40.1,,1015.4,7.1,1.6,0.45,0.0015,34.0,9.0,0.0192,0.0195,5,2,87,8,0,0,87
2021-02-11,37.5,,1016.8,9.0,2.9,0.45,0.0015,42.0,12.0,0.032799999999999996,0.010199999999999999,5,2,104,11,0,0,104
2021-02-12,49.0,,1025.3,8.8,1.5,0.45,0.0029,59.0,17.0,0.02,0.0232,5,4,137,16,0,0,137
2021-02-13,58.8,,1025.0,11.3,2.0,0.45,0.0029,50.0,15.0,0.0184,0.020399999999999998,5,4,120,14,0,0,120
2021-02-14,58.5,,1018.6,13.6,2.2,0.45,0.0029,57.0,19.0,0.024800000000000003,0.0167,5,4,133,18,0,0,133
2021-02-15,85.3,7.5,989.9,12.1,1.5,0.45,0.0015,25.0,10.0,0.0128,0.020399999999999998,5,2,70,9,0,0,70
2021-02-16,30.5,99.0,998.0,11.5,1.5,0.34,0.0015,25.0,7.0,0.0289,0.010199999999999999,4,2,70,6,0,0,70
2021-02-17,27.0,99.0,997.0,7.9,3.0,0.34,0.0015,25.0,8.0,0.0304,0.008400000000000001,4,2,70,7,0,0,70
2021-02-18,26.0,,1002.4,5.1,1.7,0.34,0.0015,17.0,5.0,0.024800000000000003,0.009300000000000001,4,2,54,5,0,0,54
2021-02-19,32.7,,1010.9,8.0,2.0,0.34,0.0015,17.0,5.0,0.0233,0.013900000000000001,4,2,54,5,0,0,54
2021-02-20,38.7,,1006.3,12.5,2.0,0.45,0.0029,50.0,14.0,0.0264,0.0158,5,4,120,13,0,0,120
2021-02-21,47.0,,1009.0,15.5,1.2,0.5599999999999999,0.0029,72.0,27.0,0.0312,0.020399999999999998,6,4,155,25,0,0,155
2021-02-22,40.3,,1005.9,15.9,2.0,0.5599999999999999,0.0029,74.0,27.0,0.024800000000000003,0.0232,6,4,156,25,0,0,156
2021-02-23,33.2,,1008.0,12.7,3.8,0.34,0.0015,21.0,8.0,0.033600000000000005,0.006500000000000001,4,2,62,7,0,0,62
2021-02-24,29.0,,1017.7,6.6,3.2,0.34,0.0015,17.0,5.0,0.0304,0.0056,4,2,54,5,0,0,54
